Inspection_ID,DBA_Name,AKA_Name,License,Facility_Type,Risk,Address,City,State,Zip,Inspection_Date,Inspection_Type,Results,Violations,Latitude,Longitude,Location,Block_Group_Geo_ID,GeoID,Total,White,Black,American_Indian,Asian,Hispanic,Others
2386369,WALGREENS #11492,WALGREENS #11492,2163707,Grocery Store,Risk 3 (Low),5408-5414 S ARCHER AVE ,CHICAGO,IL,60638.0,2020-08-21T00:00:00.000,Canvass,Pass,,41.798703799236996,-87.7433539369714,"(-87.74335393697139, 41.798703799237)",170318352001,170318352001,2020.0,0.2886138613861386,0.0,0.0,0.03910891089108911,0.6722772277227723,0.0
2386382,ABC CHOICE,ABC CHOICE,2041928,Grocery Store,Risk 3 (Low),7903 S ASHLAND ,CHICAGO,IL,60620.0,2020-08-21T00:00:00.000,Canvass,Out of Business,,41.75021221701967,-87.6632847593253,"(-87.6632847593253, 41.75021221701967)",170317106002,170317106002,798.0,0.017543859649122806,0.9536340852130326,0.0,0.0,0.0,0.043859649122807015
2386112,SIBLINGS SOUL FOOD,SIBLINGS SOUL FOOD,2616196,Restaurant,Risk 1 (High),8127 S ASHLAND AVE ,CHICAGO,IL,60620.0,2020-08-14T00:00:00.000,Canvass,Out of Business,,41.74589127255891,-87.663178324629,"(-87.663178324629, 41.74589127255891)",170317106002,170317106002,798.0,0.017543859649122806,0.9536340852130326,0.0,0.0,0.0,0.043859649122807015
2386384,LA ESCUELITA NUMERO DOS,LA ESCUELITA NUMERO DOS,2247067,Children's Services Facility,Risk 1 (High),3001-3009 W DIVERSEY AVE ,CHICAGO,IL,60647.0,2020-08-21T00:00:00.000,License,Pass w/ Conditions,"51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED LOW WATER PRESSURE AT TWO OF THE EXPOSED HAND WASHING SINKS IN THE CLASSROOMS ON THE WEST SIDE OF THE BUILDING.  REPAIR THE HOT AND COLD WATER HANDLES ON THE EXPOSED HAND WASHING SINK IN THE SOUTHWEST CLASSROOM ON THE WEST SIDE OF THE BUILDING. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: NO COVERED WASTE RECEPTACLE PROVIDED IN THE WOMEN'S WASHROOM.  MUST PROVIDE. | 61. SUMMARY REPORT DISPLAYED AND VISIBLE TO THE PUBLIC - Comments: OBSERVED NO INSPECTION REPORT SUMMARY WAS DISPLAYED ON THE PREMISES.  MANAGEMENT WAS GIVEN A COPY OF TODAY'S INSPECTION REPORT SUMMARY AND WAS INSTRUCTED TO POST IT IN VIEW OF ALL CUSTOMERS.  PRIORITY FOUNDATION 7-42-010(B).  CITATION ISSUED.",41.93194853574754,-87.70258032777781,"(-87.7025803277778, 41.93194853574754)",170312205001,170312205001,1075.0,0.7627906976744186,0.04372093023255814,0.0,0.03906976744186046,0.15441860465116278,0.0
2386375,"SAM FOOD,DELI & FAST FOOD","SAM FOOD,DELI & FAST FOOD",2749010,Grocery Store,Risk 3 (Low),6558 S ASHLAND AVE ,CHICAGO,IL,60636.0,2020-08-21T00:00:00.000,License,Pass,"49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED THE INTERIOR OF THE WALK IN COOLER DIRTY AND RUSTY. INSTRUCTED MANAGER TO DETAIL CLEAN AND REMOVE RUST SPOTS. ALSO DETAIL CLEAN ALL STORAGE AND DISPLAY SHELVING TO REMOVE DUST AND DEBRIS. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: MUST DETAIL CLEAN FLOORS THROUGH OUT PREMISES TO REMOVE DEBRIS. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: INSTRUCTED MANAGER TO SEAL ALL HOLES AND OPENINGS INTO THE FLOORS, WALLS, CEILING AND ANYWHERE ELSE NEEDED TO PREVENT ENTRY POINTS FOR PESTS. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: INSTRUCTED MANAGER TO MAINTAIN ALL LIGHTS AND LIGHT SHIELDS AS NEEDED. OBSERVED MISSING LIGHT SHIELDS AND BRUNT OUT LIGHTS.",41.77410105679016,-87.6642196704863,"(-87.6642196704863, 41.77410105679016)",170316712001,170316712001,564.0,0.02304964539007092,0.9769503546099291,0.0,0.0,0.0,0.0
2386376,"MARIO GROCERY & FAST FOOD, INC.",MARIO GROCERY & FAST FOOD,2278479,Grocery Store,Risk 2 (Medium),6558 S ASHLAND AVE ,CHICAGO,IL,60636.0,2020-08-21T00:00:00.000,Canvass,Out of Business,,41.77410105679016,-87.6642196704863,"(-87.6642196704863, 41.77410105679016)",170316712001,170316712001,564.0,0.02304964539007092,0.9769503546099291,0.0,0.0,0.0,0.0
2386346,JIMMY JOHNS,JIMMY JOHNS,2744771,Restaurant,Risk 1 (High),200 E RANDOLPH ST ,CHICAGO,IL,60601.0,2020-08-21T00:00:00.000,License Re-Inspection,Pass,,41.8846320757672,-87.62224799108878,"(-87.6222479910888, 41.8846320757672)",170313201002,170313201002,3307.0,0.7157544602358633,0.0,0.0,0.22830359842757786,0.05594194133655882,0.0
2386071,JIMMY JOHNS,JIMMY JOHNS,2744771,Restaurant,Risk 1 (High),200 E RANDOLPH ST ,CHICAGO,IL,60601.0,2020-08-13T00:00:00.000,License,Fail,"36. THERMOMETERS PROVIDED & ACCURATE - Comments: FOUND NO THERMOMETERS COLD HOLDING UNITS, INSTRUCTED TO INSTALL THERMOMETERS IN  COLD HOLDING UNITS AND MAINTAIN. | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: NO PEST CONTROL LOG BOOK ONSITE DURING THE INSPECTION. THE PERSON IN CHARGE PROVIDED INSPECTION REPORTS FROM PREVIOUS JIMMY JOHN LOCATION. INSTRUCTED TO CONTACT A PEST CONTROL PROVIDER FOR SERVICE, AND KEEP LOG BOOK ONSITE AT ALL TIMES. PRIORITY FOUNDATION 7-38-020(C) NO CITATION ISSUED. ",41.8846320757672,-87.62224799108878,"(-87.6222479910888, 41.8846320757672)",170313201002,170313201002,3307.0,0.7157544602358633,0.0,0.0,0.22830359842757786,0.05594194133655882,0.0
2386061,JIMMY JOHN'S,JIMMY JOHN'S,1874575,Restaurant,Risk 1 (High),200 E RANDOLPH ST ,CHICAGO,IL,60601.0,2020-08-13T00:00:00.000,Canvass Re-Inspection,Out of Business,,41.8846320757672,-87.62224799108878,"(-87.6222479910888, 41.8846320757672)",170313201002,170313201002,3307.0,0.7157544602358633,0.0,0.0,0.22830359842757786,0.05594194133655882,0.0
2385808,THE NORTHMAN ON THE RIVER,THE NORTHMAN BEER AND GARDEN,2579104,Special Event,Risk 2 (Medium),233 E RIVERWALK ,CHICAGO,IL,60601.0,2020-08-06T00:00:00.000,Canvass,Pass,"47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: FOUND SMALL CUTTING BOARD AT FRONT COUNTER IN NEED OF REPAIR, DARK GROOVES PRESENT, INSTRUCTED TO REPLACE AND MAINTAIN.  | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: FOUND MISSING HANDLE ON LID OF COLD HOLDING UNIT, INSTRUCTED TO REPLACE HANDLE AND MAINTAIN. ",41.888201370432284,-87.6209705587203,"(-87.6209705587203, 41.88820137043228)",170313201002,170313201002,3307.0,0.7157544602358633,0.0,0.0,0.22830359842757786,0.05594194133655882,0.0
2385743,"VHC LOWER, LLC",TWO ZERO THREE COFFEE & WINE BAR,2314230,Restaurant,Risk 2 (Medium),203 N WABASH AVE ,CHICAGO,IL,60601.0,2020-08-05T00:00:00.000,Canvass,Pass,"40. PERSONAL CLEANLINESS - Comments: OBSERVED EMPLOYEE PREPARING FOOD IN PREP AREA WITHOUT A HAIR RESTRAINT. INSTRUCTED TO WEAR HAIR RESTRAINTS AT ALL TIMES WHEN PREPARING FOOD, AND MAINTAIN. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: FOUND EXCESSIVE DEBRIS IN CREVICES OF THE DOOR GASKETS ON REACH IN PREP COOLER, INSTRUCTED TO CLEAN AND MAINTAIN.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: FOUND WATER AND DEBRIS ON FLOOR UNDER EQUIPMENT IN PREP, INSTRUCTED TO CLEAN FLOORS AND MAINTAIN. ",41.88582829280234,-87.62613826248786,"(-87.62613826248786, 41.885828292802344)",170313201002,170313201002,3307.0,0.7157544602358633,0.0,0.0,0.22830359842757786,0.05594194133655882,0.0
2385761,"VHC LOWER, LLC",THE COMMONS CLUB,2314234,Restaurant,Risk 1 (High),203 N WABASH AVE ,CHICAGO,IL,60601.0,2020-08-05T00:00:00.000,Canvass,Pass,"16. FOOD-CONTACT SURFACES: CLEANED & SANITIZED - Comments: FOUND INTERIOR PANEL OF ICE MACHINE NOT CLEAN, INSTRUCTED TO DETAIL CLEAN AND MAINTAIN. ",41.88582829280234,-87.62613826248786,"(-87.62613826248786, 41.885828292802344)",170313201002,170313201002,3307.0,0.7157544602358633,0.0,0.0,0.22830359842757786,0.05594194133655882,0.0
2385749,"VHC LOWER, LLC",3RD FLOOR - BANQUET/MEETING ROOMS(LL KITCHEN),2314238,Restaurant,Risk 1 (High),203 N WABASH AVE ,CHICAGO,IL,60601.0,2020-08-05T00:00:00.000,Canvass,Pass,"16. FOOD-CONTACT SURFACES: CLEANED & SANITIZED - Comments: FOUND INTERIOR PANEL OF ICE MACHINE NOT CLEAN, INSTRUCTED TO DETAIL CLEAN AND MAINTAIN. ",41.88582829280234,-87.62613826248786,"(-87.62613826248786, 41.885828292802344)",170313201002,170313201002,3307.0,0.7157544602358633,0.0,0.0,0.22830359842757786,0.05594194133655882,0.0
2385700,HOTEL JULIAN,ALK,2583575,Restaurant,Risk 1 (High),168 N MICHIGAN AVE ,CHICAGO,IL,60601.0,2020-08-04T00:00:00.000,Canvass,Pass w/ Conditions,"16. FOOD-CONTACT SURFACES: CLEANED & SANITIZED - Comments: FOUND INTERIOR PANEL OF ICE MACHINE NOT CLEAN, INSTRUCTED TO DETAIL CLEAN ND MAINTAIN.  | 29. COMPLIANCE WITH VARIANCE/SPECIALIZED PROCESS/HACCP - Comments: FOUND 50 LBS OF PORK,BEEF, CHICKEN, AND ONIONS IN THE WALK IN FREEZER PACKAGED FOR TIME/TEMPERATURE CONTROL FOR SAFETY FOOD USING A REDUCED OXYGEN PACKAGING METHOD WITHOUT AN APPROVED VARIANCE. FOOD VOLUNTARILY DISCARDED. OBSERVED MACHINE ONSITE IN REAR PREP AREA. INSTRUCTED THAT APPROVED VARIANCE IS REQUIRED TO CONDUCT SPECIALIZE PROCESSES ONSITE. PRIORITY FOUNDATION 7-38-005 CITATION ISSUED.  | 32. VARIANCE OBTAINED FOR SPECIALIZED PROCESSING METHODS - Comments: FOUND 50 LBS OF PORK,BEEF, CHICKEN, AND ONIONS IN THE WALK IN FREEZER PACKAGED FOR TIME/TEMPERATURE CONTROL FOR SAFETY FOOD USING A REDUCED OXYGEN PACKAGING METHOD WITHOUT AN APPROVED VARIANCE. FOOD VOLUNTARILY DISCARDED. OBSERVED MACHINE ONSITE IN REAR PREP AREA. INSTRUCTED THAT APPROVED VARIANCE IS REQUIRED TO CONDUCT SPECIALIZE PROCESSES ONSITE. PRIORITY FOUNDATION 7-38-005 CITATION ISSUED. (SEE VIOLATION #29) | 37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: MUST LABEL FOOD STORAGE CONTAINERS WITH COMMON FOOD NAMES; FLOUR, SUGAR, ETC., WHEN FOOD HAS BEEN REMOVED FROM ORIGINAL PACKAGING. INSTRUCTED TO MAINTAIN. | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: MUST RODENT PROOF BOTTOM OF REAR EXIT DOUBLE DOORS, NEAR DUMPSTER. DOORS MUST BE TIGHT FITTING TO PREVENT RODENT ENTRY. INSTRUCTED TO REPAIR AND MAINTAIN.  | 40. PERSONAL CLEANLINESS - Comments: OBSERVED EMPLOYEE PREPARING FOOD IN PREP AREA WITHOUT A HAIR RESTRAINT. INSTRUCTED TO WEAR HAIR RESTRAINTS AT ALL TIMES WHEN PREPARING FOOD. INSTRUCTED TO MAINTAIN. | 41. WIPING CLOTHS: PROPERLY USED & STORED - Comments: MUST STORE WIPING CLOTHS IN PREP AREAS IN SANITIZER BUCKET BETWEEN USES TO PREVENT CROSS CONTAMINATION. INSTRUCTED TO MAINTAIN. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: FOUND LOOSE FOOD DEBRIS ON LOWER SHELVES ON PREP TABLES MUST DETAIL CLEAN AND MAINTAIN.  | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: FOUND LEAKY BACKFLOW PREVENTION DEVICE MOUNTED ON WALL IN REAR PREP AREA. INSTRUCTED TO REPAIR AND MAINTAIN.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: FOUND WATER AND LOOSE FOOD DEBRIS ON FLOORS IN REAR PREP, BEHIND BAR, AND UNDER THE HIGH TEMPERATURE DISH MACHINE. INSTRUCTED TO CLEAN AND MAINTAIN.  | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: FOUND BURNED OUT LIGHT IN REAR PREP AREA. INSTRUCTED TO REPLACE LIGHT AND MAINTAIN. ",41.884965221497076,-87.6246241985837,"(-87.6246241985837, 41.884965221497076)",170313201002,170313201002,3307.0,0.7157544602358633,0.0,0.0,0.22830359842757786,0.05594194133655882,0.0
2385633,FANNIE MAY CONFECTIONS #152,FANNIE MAY CANDIES,1543101,Restaurant,Risk 2 (Medium),343 N MICHIGAN AVE ,CHICAGO,IL,60601.0,2020-08-03T00:00:00.000,Canvass Re-Inspection,Pass,,41.887750298553904,-87.62441086782081,"(-87.62441086782081, 41.88775029855391)",170313201002,170313201002,3307.0,0.7157544602358633,0.0,0.0,0.22830359842757786,0.05594194133655882,0.0
2385275,AUNTIE ANNE'S,AUNTIE ANNE'S,2627666,Restaurant,Risk 2 (Medium),151 N MICHIGAN AVE ,CHICAGO,IL,60601.0,2020-07-23T00:00:00.000,Canvass Re-Inspection,Pass,,41.88454011059238,-87.62430852246028,"(-87.62430852246028, 41.88454011059238)",170313201002,170313201002,3307.0,0.7157544602358633,0.0,0.0,0.22830359842757786,0.05594194133655882,0.0
2386351,DOLLAR TREE #06214,DOLLAR TREE,2429191,Grocery Store,Risk 3 (Low),4225 W ARMITAGE AVE ,CHICAGO,IL,60639.0,2020-08-21T00:00:00.000,Canvass Re-Inspection,Pass,,41.9169782000286,-87.73260544448168,"(-87.73260544448168, 41.9169782000286)",170318312002,170318312002,2331.0,0.04847704847704848,0.00429000429000429,0.0,0.028314028314028315,0.918918918918919,0.0
2386171,DOLLAR TREE #06214,DOLLAR TREE,2429191,Grocery Store,Risk 3 (Low),4225 W ARMITAGE AVE ,CHICAGO,IL,60639.0,2020-08-18T00:00:00.000,Canvass Re-Inspection,Fail,"5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: 2-501.11 OBSERVED NO VOMIT AND DIARRHEA CLEAN UP KIT/PROCEDURE ON SITE. MUST PROVIDE A WRITTEN PROCEDURE FOR THE CLEAN UP OF VOMIT AND DIARRHEAL EVENTS, AND CORRESPONDING EQUIPMENT OUTLINED IN THE PROCEDURE. PRIORITY FOUNDATION VIOLATION 7-38-005. NO CITATION ISSUED.	 | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: 6-501.111 OBSERVED APPROXIMATELY 5 MOUSE DROPPINGS ON THE FLOOR OF THE REAR STORAGE AREA AROUND AND BEHIND THE PALLETS AND ROLLING CARTS. MANAGEMENT INSTRUCTED TO CLEAN AND REMOVE ALL RODENT DROPPINGS FROM THE AFFECTED AREAS.   ALSO OBSERVED 3 ANTS ON THE RETAIL STORAGE SHELVES IN THE CANDY AISLE.   ALSO OBSERVED 6 SMALL, BLACK FLIES ON WALLS IN RESTROOMS ADDITIONAL PEST CONTROL SERVICE IS NEEDED TO ELIMINATE ALL OF THE PEST ACTIVITY. PRIORITY FOUNDATION 7-38-020(A).	 | 39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: 3-305.11 MUST STORE ALL FOOD ITEMS AT LEAST 6' OFF THE FLOOR AND AWAY FROM THE WALLS TO PREVENT PEST HARBORAGE CONDITIONS.	 | 50. HOT & COLD WATER AVAILABLE; ADEQUATE PRESSURE - Comments: OBSERVED HOT WATER TEMPERATURE 98.3F AT RESTROOM ON LEFT. INSTRUCTED MANAGEMENT TO PROVIDE A MINIMUM HOT WATER TEMPERATURE OF 100F AT ALL SINKS. PRIORITY VIOLATION 7-38-030(C).  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-501.12 OBSERVED EXCESSIVE DIRT AND DEBRIS ACCUMULATION UNDER SHELVING THROUGHOUT SALES FLOOR.  MUST CLEAN AND SANITIZE ALL FLOORS UNDER SHELVING IN GROCERY SECTION. MUST REMOVE KICK PLATES UPON ARRIVAL FOR INSPECTION.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED HOLES IN FLOORS ALONG SOUTH WALLS IN STORAGE AREA AND IN HALLWAY NEAR RESTROOMS. MUST REPAIR TO PREVENT PEST ENTRY. MUST MAINTAIN SAME. ",41.9169782000286,-87.73260544448168,"(-87.73260544448168, 41.9169782000286)",170318312002,170318312002,2331.0,0.04847704847704848,0.00429000429000429,0.0,0.028314028314028315,0.918918918918919,0.0
2386042,DOLLAR TREE #06214,DOLLAR TREE,2429191,Grocery Store,Risk 3 (Low),4225 W ARMITAGE AVE ,CHICAGO,IL,60639.0,2020-08-13T00:00:00.000,Canvass Re-Inspection,Fail,"5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: 2-501.11  OBSERVED NO VOMIT AND DIARRHEA CLEAN UP KIT/PROCEDURE ON SITE. MUST PROVIDE A WRITTEN PROCEDURE FOR THE CLEAN UP OF VOMIT AND DIARRHEAL EVENTS, AND CORRESPONDING EQUIPMENT OUTLINED IN THE PROCEDURE. PRIORITY FOUNDATION VIOLATION 7-38-005. NO CITATION ISSUED. | 36. THERMOMETERS PROVIDED & ACCURATE - Comments: 4-204.112(B)  OBSERVED NO THERMOMETERS INSIDE BEVERAGE DISPLAY COOLERS IN FRONT OF STORE. MUST PLACE A THERMOMETER IN A CONSPICUOUS SPOT IN ALL REFRIGERATION UNITS. | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: 6-501.111  OBSERVED APPROXIMATELY 30 MOUSE DROPPINGS ON THE FLOOR OF THE REAR STORAGE AREA AROUND AND BEHIND THE PALLETS AND ROLLING CARTS.  MANAGEMENT INSTRUCTED TO CLEAN AND REMOVE ALL RODENT DROPPINGS FROM THE AFFECTED AREAS.  ALSO OBSERVED 3 ANTS ON THE RETAIL STORAGE SHELVES IN THE CANDY AISLE.  ALSO OBSERVED 5 FLYING INSECTS INSIDE OF THE STORE.  ADDITIONAL PEST CONTROL SERVICE IS NEEDED TO ELIMINATE ALL OF THE PEST ACTIVITY.  PRIORITY FOUNDATION 7-38-020(A).  CITATION ISSUED. | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: 6-202.15  OBSERVED A 1/2' GAP ALONG THE BOTTOM OF THE FRONT ENTRY DOORS.  MANAGEMENT INSTRUCTED TO RODENT PROOF ALL OUTER OPENINGS. | 39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: 3-305.11  MUST STORE ALL FOOD ITEMS AT LEAST 6' OFF THE FLOOR AND AWAY FROM THE WALLS TO PREVENT PEST HARBORAGE CONDITIONS. | 50. HOT & COLD WATER AVAILABLE; ADEQUATE PRESSURE - Comments: 5-103.11(B)  NO HOT WATER WAS PROVIDED THROUGHOUT THE FACILITY. FOUND HOT WATER TEMPERATURE IN THE WASHROOMS AT 73F. INSTRUCTED MANAGEMENT TO PROVIDE A MINIMUM HOT WATER TEMPERATURE OF 100F AT ALL SINKS. PRIORITY VIOLATION 7-38-030(C). CITATION ISSUED. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-501.12  OBSERVED EXCESSIVE DIRT AND CLUTTER ON FLOORS UNDER REGISTERS, ALONG WALLS OF SALES FLOOR BEHIND AND UNDER SHELVING.  MUST CLEAN ALL FOOD DEBRIS ON THE FLOOR BENEATH THE RETAIL STORAGE SHELVES IN ALL AISLES. OBSERVED DIRT ACCUMULATION ON FLOORS IN RESTROOM ALONG WALLS AND IN CORNERS.  MUST DETAIL CLEAN FLOORS. MUST MAINTAIN SAME. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-501.114 REMOVE EXCESSIVE CLUTTER AND CARDBOARD BOXES BEHIND THE BALER. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-501.11  REPAIR THE OPENING IN THE WALL BENEATH THE HAND WASHING SINK IN THE WASHROOM. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: 6-304.11  THE VENTILATION FANS ARE NOT OPERATIONAL IN THE WASHROOMS.  MUST PROVIDE WORKING VENTILATION FANS IN BOTH WASHROOMS. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: 6-303.11  OBSERVED SEVERAL LIGHT FIXTURES NOT WORKING IN THE REAR STORAGE AREA.  MUST PROVIDE ADEQUATE LIGHTING IN THE REAR FOOD STORAGE AREA.",41.9169782000286,-87.73260544448168,"(-87.73260544448168, 41.9169782000286)",170318312002,170318312002,2331.0,0.04847704847704848,0.00429000429000429,0.0,0.028314028314028315,0.918918918918919,0.0
2385973,DOLLAR TREE #06214,DOLLAR TREE,2429191,Grocery Store,Risk 3 (Low),4225 W ARMITAGE AVE ,CHICAGO,IL,60639.0,2020-08-11T00:00:00.000,Canvass,Fail,"5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: OBSERVED NO VOMIT AND DIARRHEA CLEAN UP KIT/PROCEDURE ON SITE. MUST PROVIDE WRITTEN PROCEDURE FOR THE CLEAN UP OF VOMIT AND DIARRHEAL EVENTS, AND CORRESPONDING EQUIPMENT OUTLINE IN PROCEDURE. PRIORITY FOUNDATION VIOLATION 7-38-005. NO CITATION ISSUED.  | 33. PROPER COOLING METHODS USED; ADEQUATE EQUIPMENT FOR TEMPERATURE CONTROL - Comments: OBSERVED 3 SMALL REFRIGERATORS IN FRONT OF THE STORE NOT ABLE TO MAINTAIN PROPER TEMPERATURE. FOUND IMPROPER TEMPERATURES RANGING FROM 47.9F-50F. INSTRUCTED MUST KEEP ALL REFRIGERATION @ 41F OR LESS AT ALL TIMES. PRIORITY VIOLATION 7-38-005. CITATION ISSUED.  | 36. THERMOMETERS PROVIDED & ACCURATE - Comments: OBSERVED NO THERMOMETERS INSIDE BEVERAGE DISPLAY COOLERS IN FRONT OF STORE. MUST PLACE A THERMOMETER IN A CONSPICUOUS SPOT IN ALL REFRIGERATION.  | 50. HOT & COLD WATER AVAILABLE; ADEQUATE PRESSURE - Comments: OBSERVED HOT WATER UNAVAILABLE THROUGHOUT FACILITY. FOUND HOT WATER TEMPERATURE IN RESTROOMS @ 73.7F AND 73.4F; HOT WATER @ 73.4F AT UTILITY SINK. INSTRUCTED MUST HAVE A MINIMUM HOT WATER TEMPERATURE OF 100F. PRIORITY VIOLATION 7-38-030(C). CITATION ISSUED. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED EXCESSIVE DIRT AND CLUTTER ON FLOORS UNDER REGISTERS, ALONG WALLS OF SALES FLOOR BEHIND AND UNDER SHELVING. OBSERVED DIRT ACCUMULATION ON FLOORS IN RESTROOM ALONG WALLS AND IN CORNERS. MUST DETAIL CLEAN FLOORS. MUST MAINTAIN SAME.  | 61. SUMMARY REPORT DISPLAYED AND VISIBLE TO THE PUBLIC - Comments: OBSERVED NO SUMMARY POSTED IN FACILITY. INSTRUCTED MUST POST MOST RECENT INSPECTION SUMMARY REPORT IN PLAIN VIEW OF CUSTOMERS AT ALL TIMES. OPERATOR POSTED MOST RECENT SUMMARY DURING INSPECTION. PRIORITY FOUNDATION VIOLATION 7-42-010(B). ",41.9169782000286,-87.73260544448168,"(-87.73260544448168, 41.9169782000286)",170318312002,170318312002,2331.0,0.04847704847704848,0.00429000429000429,0.0,0.028314028314028315,0.918918918918919,0.0
2386343,"NEWPORT ACADEMY, INC.",NEWPORT CHILDREN'S ACADEMY,2458128,Children's Services Facility,Risk 1 (High),1819-1825 W NEWPORT AVE ,CHICAGO,IL,60657.0,2020-08-21T00:00:00.000,License,Pass,10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED SOME WASHROOMS HANDWASH BOWLS WITH PUSH BUTTONS WITH LESS THAN 20 SECONDS RUNNING WATER TIME. INSTRUCTED MANAGER MUST RECALIBRATE HANDWASH BOWLS WITH PUSH BUTTONS TO A MINIMAL OF 20 SECONDS RUNNING WATER TIME WHILE PUSHED.,41.944061430974344,-87.67470356794355,"(-87.67470356794354, 41.94406143097434)",170310507001,170310507001,1610.0,0.924223602484472,0.002484472049689441,0.003105590062111801,0.02298136645962733,0.031677018633540374,0.031055900621118012
2386383,KENTUCKY FRIED CHICKEN  #5286,KFC,2523424,Restaurant,Risk 1 (High),5852 S WESTERN AVE ,CHICAGO,IL,60636.0,2020-08-21T00:00:00.000,Canvass,Pass,"54. GARBAGE & REFUSE PROPERLY DISPOSED; FACILITIES MAINTAINED - Comments: MUST CLEAN THE GROUND AROUND DUMPER TO REMOVE DEBRIS AND LITTER TO PREVENT HARBORAGE. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: FLOORS NEED DETAIL CLEANING AROUND COOKING EQUIPMENT TO REMOVE GREASE AND DEBRIS. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: MUST CLEAN THE WALLS AND THE PIPING ATTACHED TO THE FRYER TO REMOVE GREASE AND DEBRIS.",41.78678808590068,-87.68398488287295,"(-87.68398488287293, 41.786788085900675)",170318351003,170318351003,1432.0,0.004189944134078212,0.06215083798882681,0.0,0.0,0.9336592178770949,0.0
2385756,"CLOWNS PANCAKE HOUSE, INC.",CLOWNS PANCAKE HOUSE,1921596,Restaurant,Risk 1 (High),5804 S WESTERN AVE ,CHICAGO,IL,60636.0,2020-08-05T00:00:00.000,Canvass,Pass,"49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: MUST CLEAN THE INTERIOR OF THE WALK IN COOLER FLOORS,WALLS AND FAN COVER TO REMOVE SPILLS, DEBRIS AND DUST. ALSO MUST DEFROST AND CLEAN THE INTERIOR OF THE REACH IN DEEP FREEZER. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: FLOORS NEED CLEANING UNDERNEATH THE COOKING EQUIPMENT TO REMOVE GREASE. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: MUST CLEAN THE LIGHT SHIELDS AND FIXTURES TO REMOVE GREASE AND DEBRIS.",41.788150520767076,-87.68402468529148,"(-87.68402468529148, 41.788150520767076)",170318351003,170318351003,1432.0,0.004189944134078212,0.06215083798882681,0.0,0.0,0.9336592178770949,0.0
